path,audio,sentence
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/57.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/57.wav,et træ på og hvorfor løber den hvad
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/58.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/58.wav,og hvad gør uglen så og hvad sker der så er den vokset
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/59.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/59.wav,åhå jæger hvad sker der nu
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/60.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/60.wav,hvorfor hvad for en
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/61.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/61.wav,hvad er den så der og hvad nu
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/62.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/62.wav,og den hvorfor ikke         
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/63.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/63.wav,ja men kan vi heller ikke spille  det her ja men skal vi køre  med racerbiler
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/64.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/64.wav,vil du have  ham der eller ham der det er en rigtig politibil
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/65.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/65.wav,bare ikke sådan en der kæmper rigtig meget skal vi lege  det nede på gulvet eller hvad.
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/66.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/66.wav,der var batterierne jeg vil være  ham her
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/67.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/67.wav,for vi har ikke flere politiet den her den kører hurtigst
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/68.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/68.wav,hvem skal have  den hvide. ja men den
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/69.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/69.wav,mor skal du kun køre  på sådan
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/70.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/70.wav,skal du kun køre  sådan der vil du have  politibilen
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/71.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/71.wav,den her så værsågod det er din og det her det er min
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/72.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/72.wav,så skal jeg have  den røde fordi din er jo ikke rød vel
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/73.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/73.wav,jeg tror jeg skal have  den hvide så tror jeg du skal have  den røde
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/74.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/74.wav,og koppen og vasen og lampen og den
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/75.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/75.wav,og fjernsyn og fuglebur og fugl ja begge to
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/76.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/76.wav,hvem har den her en skovl og en rive og sådan
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/77.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/77.wav,sandsager og så en spand  det ved jeg også godt
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/78.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/78.wav,ja og det er sådan en hvem har hvem har bamse
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/79.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/79.wav,har du det det er kun mig selv
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/80.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/80.wav,se jeg skal have  to plader til at være  færdig med når den er færdig så skulle jeg sige  banko
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/81.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/81.wav,og den der ikke var færdig hvem har en lampe
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/82.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/82.wav,nu kun en hvem har nogle legoklodser
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/83.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/83.wav,det er vist mig selv der har det hvem har en ko
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/84.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/84.wav,hvem har en cykel  ja det har jeg fået
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/85.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/85.wav,hvorfor er det hele tiden mig der selv skal hvem har en fugl
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/86.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/86.wav,og et fuglebur hvem har en redningsvest det har jeg selv
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/87.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/87.wav,se hvor mange du har fået fordi at jeg ikke ved hvad for nogen jeg tager
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/88.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/88.wav,en to tre en to tre fire fem seks syv otte
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/89.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/89.wav,jeg har otte nogle æbletræer
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/90.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/90.wav, smed æbler ned jeg skal tabe eller jeg skal vinde
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/91.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/91.wav,ja men hvad hvis du får uret når jeg får den så banko
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/92.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/92.wav,sådan nu er jeg snart færdig hvis jeg får de der to så er det banko
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/93.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/93.wav,lidt fem eller ti jeg sagde fem minutter
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/94.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/94.wav,jeg har ikke banko endnu der kun mangler to
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/95.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/95.wav,det der det der med Mickey
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/96.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/96.wav,værsågod og han skal have den bette
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/97.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/97.wav,du finder noget andet det er da ikke jul nu vel
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/98.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/98.wav,du skal hjælpe mig at pakke den op har min far også
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/99.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/99.wav,farver har min far også har du flere
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/100.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/100.wav,vi kan godt bygge det der man kan også bygge sådan en mand der
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/101.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/101.wav,og sådan en mand skal vi ikke
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/102.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/102.wav, er det deri der er fire
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/103.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/103.wav,hvad tror du et hus
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/104.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/104.wav,og et pust man kan også bygge sådan en der
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/105.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/105.wav,nej det kan jeg nok ikke finde ud af de her to
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/106.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/106.wav,hun kan ikke findei ud af at lave huse og sådan en
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/107.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/107.wav,hvad den her er er det ikke sjovt
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/108.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/108.wav,er det prøv at køre opad og nedad
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/109.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/109.wav,passer det ikke prøver jeg lige at se der
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/110.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/110.wav,hvordan det ser ud skal vi bygge sådan en af de der to
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/111.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/111.wav,har har I ikke
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/112.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/112.wav,prut er det rigtigt
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/113.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/113.wav,er det så ligner det en bondegård
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/114.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/114.wav,hvor det ser sådan sjovt ud flad
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/115.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/115.wav,her er flad skal vi ikke lave de der to der mander
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/116.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/116.wav,ja men så skal vi også prøve dem to nogen blå nogle
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/117.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/117.wav,hvor er øjnene henne hvor
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/118.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/118.wav,hvorfor det men jeg kan ikke dreje hovedet om
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/119.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/119.wav,kasket bare hovedet om skulle han
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/120.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/120.wav,det er sådan en som vi har derhjemme sådan en har vi da bare hjemme
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/121.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/121.wav,jeg er bare ligeglad hvad skal sidde
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/122.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/122.wav,hvad skal sidde på motor på motorcyklerne
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/123.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/123.wav,hvad jeg kan ikke dreje hovedet
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/124.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/124.wav,jeg kan ikke jeg kan ikke dreje hovedet om
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/125.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/125.wav,din skovl nu har en hammer ham
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/126.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/126.wav,nok en pose siger du
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/127.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/127.wav,vi skal lige have fire motorcykler skal den her på
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/128.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/128.wav,hvor kan du se det så
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/129.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/129.wav,nu kører han på den røde gør han
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/130.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/130.wav,hun kysser bamse  det plejer Futte
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/131.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/131.wav,ikke i min sofa og den kat der
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/132.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/132.wav,og bamse den bliver forkølet
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/133.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/133.wav,bamse har så ingen sko det er dum bamse
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/134.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/134.wav,det har du selv nej jeg kan ikke finde dem begge to
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/135.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/135.wav,jeg kan kun finde den ene en bamse
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/136.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/136.wav,jeg synes en bamse det er en dum en
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/137.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/137.wav,den papegøje er dum det kan jeg ikke huske
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/138.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/138.wav,min næse løber den skal vi tørre af.
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/139.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/139.wav,den sidder forkert den er nok til vask
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/140.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/140.wav,det er ikke rigtigt hvad gør de så mere
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/141.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/141.wav,han skal grave mor jeg kan jo ikke huske det
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/142.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/142.wav,han grave mor han grave et hul
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/143.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/143.wav,ja han har grave nu har han gravet hul stor hul
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/144.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/144.wav,og helt fuld han skal køre nu
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/145.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/145.wav,han skal have skovlen med bare sådan en stor bøvs
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/146.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/146.wav,den vil ikke jeg kan ikke for satan
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/147.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/147.wav,jo det kan du jo det kan du hvert fald
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/148.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/148.wav,jo det kan du hvert fald også den kan ikke mor
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/149.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/149.wav,kan ikke grave den her over jeg kan ikke grave den her op
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/150.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/150.wav,hvorfor ikke så kører han hjem til hans kone
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/151.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/151.wav,lad nej kan kravle nej han bor langt væk ikke
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/152.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/152.wav,op med sådan
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/153.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/153.wav,jeg kan ikke huske det så går han
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/154.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/154.wav,så hopper den af mor den her den kører langt ned
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/155.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/155.wav,fordi at skal han køre langt væk de sejlet
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/156.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/156.wav,lad være mor den med motorcykler mor
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/157.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/157.wav,der nogen motorcykler ikke så der var en motorcykel
/zhome/2f/8/153764/Desktop/final/test_dataset_baby/158.wav,/zhome/2f/8/153764/Desktop/final/test_dataset_baby/158.wav,ja der er også en motorcykel hvor den anden motorcykel henne
